MUNICIPIO,CTY,INDUSTRIA,NAICS,UNIDADES, EMPLEO PROMEDIO , SALRIO Total Municipio Tercer  Trimestre 2021 , Promedio 
Loíza,87,Comercio al Detal                        ,44-45,25, 177 ," 767,951 "," 4,339 "
Loíza,87,Transportación y Almacenamiento           ,48-49,3, 20 ," 85,584 "," 4,279 "
Loíza,87,Información                              ,51,0, -   , -   , -   
Loíza,87,Finanzas y Seguros                       ,52,2, * , * , * 
Loíza,87,"Bienes Raíces, Renta o Arrendamiento     ",53,4, 17 ," 69,726 "," 4,102 "
Loíza,87,Servicios Profesionales y Técnicos       ,54,4, * , * , * 
Loíza,87,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Loíza,87,Servicios Adm. y Desperdicios Sólidos    ,56,2, * , * , * 
Loíza,87,Servicios Educativos                     ,61,3, 322 ," 2,075,229 "," 6,451 "
Loíza,87,Servicios de Salud y Asistencia Social   ,62,19, 278 ," 1,795,923 "," 6,452 "
Loíza,87,"Arte, Entretenimiento y Recreación       ",71,0, -   , -   , -   
Loíza,87,Alojamiento y Servicios de Alimentos     ,72,14, 183 ," 673,491 "," 3,687 "
Loíza,87,Otros Servicios Excepto Adm. Pública     ,81,2, * , * , * 
Loíza,87,Administración Pública                   ,92,9, 469 ," 2,176,520 "," 4,637 "
Loíza,87,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Luquillo,89,Total Municipio Tercer Trimestre 2021 ,,148," 1,984 "," 11,952,072 "," 6,025 "
Luquillo,89,"Agricultura, Bosque, Pesca y Caza        ",11,2, * , * , * 
Luquillo,89,Mineria                                  ,21,0, -   , -   , -   
Luquillo,89,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Luquillo,89,Construcción                             ,23,14, 186 ," 1,133,365 "," 6,093 "
Luquillo,89,Manufactura                              ,31-33,3, 58 ," 284,522 "," 4,934 "
Luquillo,89,Alimentos                                ,311,0, -   , -   , -   
Luquillo,89,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Luquillo,89,Textiles                                 ,313,0, -   , -   , -   
Luquillo,89,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Luquillo,89,Ropa                                     ,315,0, -   , -   , -   
Luquillo,89,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Luquillo,89,Productos de Madera                      ,321,0, -   , -   , -   
Luquillo,89,Papel                                    ,322,0, -   , -   , -   
Luquillo,89,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Luquillo,89,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Luquillo,89,Productos Químicos                       ,325,0, -   , -   , -   
Luquillo,89,Productos de Goma y Plásticos            ,326,1, * , * , * 
Luquillo,89,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Luquillo,89,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Luquillo,89,Productos de Metal                       ,332,1, * , * , * 
Luquillo,89,Maquinaria                               ,333,0, -   , -   , -   
Luquillo,89,Computadora y Productos Electrónicos    ,334,1, * , * , * 
Luquillo,89,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Luquillo,89,Equipo de Transportación                 ,336,0, -   , -   , -   
Luquillo,89,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Luquillo,89,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Luquillo,89,Comercio al por Mayor                    ,42,2, * , * , * 
Luquillo,89,Comercio al Detal                        ,44-45,19, 284 ," 1,819,275 "," 6,406 "
Luquillo,89,Transportación y Almacenamiento           ,48-49,2, * , * , * 
Luquillo,89,Información                              ,51,1, * , * , * 
Luquillo,89,Finanzas y Seguros                       ,52,2, * , * , * 
Luquillo,89,"Bienes Raíces, Renta o Arrendamiento     ",53,8, 14 ," 99,083 "," 6,913 "
Luquillo,89,Servicios Profesionales y Técnicos       ,54,7, 27 ," 243,316 "," 9,012 "
Luquillo,89,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Luquillo,89,Servicios Adm. y Desperdicios Sólidos    ,56,5, 32 ," 234,097 "," 7,240 "
Luquillo,89,Servicios Educativos                     ,61,5, 206 ," 1,286,454 "," 6,255 "
Luquillo,89,Servicios de Salud y Asistencia Social   ,62,18, 81 ," 500,438 "," 6,178 "
Luquillo,89,"Arte, Entretenimiento y Recreación       ",71,3, * , * , * 
Luquillo,89,Alojamiento y Servicios de Alimentos     ,72,34, 454 ," 1,724,935 "," 3,799 "
Luquillo,89,Otros Servicios Excepto Adm. Pública     ,81,11, 26 ," 102,839 "," 3,905 "
Luquillo,89,Administración Pública                   ,92,11, 309 ," 1,929,833 "," 6,245 "
Luquillo,89,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Manatí,91,Total Municipio Tercer Trimestre 2021 ,,627," 13,635 "," 108,421,375 "," 7,952 "
Manatí,91,"Agricultura, Bosque, Pesca y Caza        ",11,15, 123 ," 423,824 "," 3,436 "
Manatí,91,Mineria                                  ,21,0, -   , -   , -   
Manatí,91,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
Manatí,91,Construcción                             ,23,25, 283 ," 2,240,753 "," 7,909 "
Manatí,91,Manufactura                              ,31-33,19," 1,901 "," 31,834,513 "," 16,743 "
Manatí,91,Alimentos                                ,311,4, * , * , * 
Manatí,91,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Manatí,91,Textiles                                 ,313,0, -   , -   , -   
Manatí,91,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Manatí,91,Ropa                                     ,315,0, -   , -   , -   
Manatí,91,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Manatí,91,Productos de Madera                      ,321,0, -   , -   , -   
Manatí,91,Papel                                    ,322,0, -   , -   , -   
Manatí,91,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Manatí,91,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Manatí,91,Productos Químicos                       ,325,9," 1,749 "," 31,101,451 "," 17,779 "
Manatí,91,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Manatí,91,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Manatí,91,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Manatí,91,Productos de Metal                       ,332,2, * , * , * 
Manatí,91,Maquinaria                               ,333,0, -   , -   , -   
Manatí,91,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Manatí,91,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Manatí,91,Equipo de Transportación                 ,336,0, -   , -   , -   
Manatí,91,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Manatí,91,Industrias Manufactureras Misceláneas    ,339,4, 69 ," 381,585 "," 5,504 "
Manatí,91,Comercio al por Mayor                    ,42,12, 124 ," 1,666,444 "," 13,475 "
Manatí,91,Comercio al Detal                        ,44-45,117," 2,152 "," 10,670,970 "," 4,959 "
Manatí,91,Transportación y Almacenamiento           ,48-49,8, 75 ," 645,131 "," 8,640 "
Manatí,91,Información                              ,51,4, 99 ," 699,526 "," 7,066 "
Manatí,91,Finanzas y Seguros                       ,52,16, 217 ," 2,022,905 "," 9,336 "
Manatí,91,"Bienes Raíces, Renta o Arrendamiento     ",53,25, 97 ," 529,920 "," 5,444 "
Manatí,91,Servicios Profesionales y Técnicos       ,54,45, 170 ," 1,370,831 "," 8,080 "
Manatí,91,Gerencia de Companías y Empresas         ,55,3, 72 ," 488,929 "," 6,791 "
Manatí,91,Servicios Adm. y Desperdicios Sólidos    ,56,21," 1,131 "," 6,889,804 "," 6,094 "
Manatí,91,Servicios Educativos                     ,61,20," 1,040 "," 6,031,945 "," 5,802 "
Manatí,91,Servicios de Salud y Asistencia Social   ,62,199," 3,725 "," 26,637,709 "," 7,150 "
Manatí,91,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
Manatí,91,Alojamiento y Servicios de Alimentos     ,72,46, 707 ," 2,687,168 "," 3,803 "
Manatí,91,Otros Servicios Excepto Adm. Pública     ,81,29, 104 ," 496,631 "," 4,791 "
Manatí,91,Administración Pública                   ,92,20," 1,542 "," 12,481,915 "," 8,095 "
Manatí,91,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Maricao,93,Total Municipio Tercer Trimestre 2021 ,,66," 1,291 "," 7,540,866 "," 5,840 "
Maricao,93,"Agricultura, Bosque, Pesca y Caza        ",11,30, 97 ," 112,129 "," 1,152 "
Maricao,93,Mineria                                  ,21,0, -   , -   , -   
Maricao,93,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Maricao,93,Construcción                             ,23,2, * , * , * 
Maricao,93,Manufactura                              ,31-33,3, * , * , * 
Maricao,93,Alimentos                                ,311,1, * , * , * 
Maricao,93,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Maricao,93,Textiles                                 ,313,0, -   , -   , -   
Maricao,93,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Maricao,93,Ropa                                     ,315,0, -   , -   , -   
Maricao,93,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Maricao,93,Productos de Madera                      ,321,0, -   , -   , -   
Maricao,93,Papel                                    ,322,0, -   , -   , -   
Maricao,93,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Maricao,93,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Maricao,93,Productos Químicos                       ,325,0, -   , -   , -   
Maricao,93,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Maricao,93,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Maricao,93,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Maricao,93,Productos de Metal                       ,332,0, -   , -   , -   
Maricao,93,Maquinaria                               ,333,0, -   , -   , -   
Maricao,93,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Maricao,93,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Maricao,93,Equipo de Transportación                 ,336,0, -   , -   , -   
Maricao,93,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Maricao,93,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Maricao,93,Comercio al por Mayor                    ,42,0, -   , -   , -   
Maricao,93,Comercio al Detal                        ,44-45,6, 13 ," 39,572 "," 3,124 "
Maricao,93,Transportación y Almacenamiento           ,48-49,2, * , * , * 
Maricao,93,Información                              ,51,0, -   , -   , -   
Maricao,93,Finanzas y Seguros                       ,52,1, * , * , * 
Maricao,93,"Bienes Raíces, Renta o Arrendamiento     ",53,1, * , * , * 
Maricao,93,Servicios Profesionales y Técnicos       ,54,0, -   , -   , -   
Maricao,93,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Maricao,93,Servicios Adm. y Desperdicios Sólidos    ,56,1, * , * , * 
Maricao,93,Servicios Educativos                     ,61,1, 110 ," 742,076 "," 6,726 "
Maricao,93,Servicios de Salud y Asistencia Social   ,62,4, 50 ," 488,077 "," 9,762 "
Maricao,93,"Arte, Entretenimiento y Recreación       ",71,0, -   , -   , -   
Maricao,93,Alojamiento y Servicios de Alimentos     ,72,4, 44 ," 120,360 "," 2,715 "
Maricao,93,Otros Servicios Excepto Adm. Pública     ,81,0, -   , -   , -   
Maricao,93,Administración Pública                   ,92,9, 217 ," 865,423 "," 3,982 "
Maricao,93,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Maunabo,95,Total Municipio Tercer Trimestre 2021 ,,61," 1,218 "," 9,526,765 "," 7,824 "
Maunabo,95,"Agricultura, Bosque, Pesca y Caza        ",11,2, * , * , * 
Maunabo,95,Mineria                                  ,21,0, -   , -   , -   
Maunabo,95,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Maunabo,95,Construcción                             ,23,2, * , * , * 
Maunabo,95,Manufactura                              ,31-33,0, -   , -   , -   
Maunabo,95,Alimentos                                ,311,0, -   , -   , -   
Maunabo,95,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Maunabo,95,Textiles                                 ,313,0, -   , -   , -   
Maunabo,95,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Maunabo,95,Ropa                                     ,315,0, -   , -   , -   
Maunabo,95,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Maunabo,95,Productos de Madera                      ,321,0, -   , -   , -   
Maunabo,95,Papel                                    ,322,0, -   , -   , -   
Maunabo,95,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Maunabo,95,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Maunabo,95,Productos Químicos                       ,325,0, -   , -   , -   
Maunabo,95,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Maunabo,95,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Maunabo,95,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Maunabo,95,Productos de Metal                       ,332,0, -   , -   , -   
Maunabo,95,Maquinaria                               ,333,0, -   , -   , -   
Maunabo,95,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Maunabo,95,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Maunabo,95,Equipo de Transportación                 ,336,0, -   , -   , -   
Maunabo,95,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Maunabo,95,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Maunabo,95,Comercio al por Mayor                    ,42,1, * , * , * 
Maunabo,95,Comercio al Detal                        ,44-45,15, 49 ," 170,050 "," 3,447 "
Maunabo,95,Transportación y Almacenamiento           ,48-49,3, 7 ," 80,517 "," 11,502 "
Maunabo,95,Información                              ,51,1, * , * , * 
Maunabo,95,Finanzas y Seguros                       ,52,2, * , * , * 
Maunabo,95,"Bienes Raíces, Renta o Arrendamiento     ",53,0, -   , -   , -   
Maunabo,95,Servicios Profesionales y Técnicos       ,54,2, * , * , * 
Maunabo,95,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Maunabo,95,Servicios Adm. y Desperdicios Sólidos    ,56,0, -   , -   , -   
Maunabo,95,Servicios Educativos                     ,61,1, 144 ," 981,027 "," 6,813 "
Maunabo,95,Servicios de Salud y Asistencia Social   ,62,12, 86 ," 326,241 "," 3,779 "
Maunabo,95,"Arte, Entretenimiento y Recreación       ",71,0, -   , -   , -   
Maunabo,95,Alojamiento y Servicios de Alimentos     ,72,8, 86 ," 300,959 "," 3,486 "
Maunabo,95,Otros Servicios Excepto Adm. Pública     ,81,2, * , * , * 
Maunabo,95,Administración Pública                   ,92,9, 783 ," 7,190,856 "," 9,184 "
Maunabo,95,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Mayagüez,97,Total Municipio Tercer Trimestre 2021 ,,"1,545"," 29,073 "," 188,398,955 "," 6,480 "
Mayagüez,97,"Agricultura, Bosque, Pesca y Caza        ",11,22, 300 ," 1,305,618 "," 4,352 "
Mayagüez,97,Mineria                                  ,21,0, -   , -   , -   
Mayagüez,97,"Electricidad, Agua y Gas                 ",22,3, 492 ," 5,385,682 "," 10,947 "
Mayagüez,97,Construcción                             ,23,57, 838 ," 4,515,893 "," 5,389 "
Mayagüez,97,Manufactura                              ,31-33,52," 1,765 "," 8,995,155 "," 5,095 "
Mayagüez,97,Alimentos                                ,311,30, 433 ," 1,665,578 "," 3,850 "
Mayagüez,97,Productos de Tabaco y Bebidas            ,312,3, * , * , * 
Mayagüez,97,Textiles                                 ,313,0, -   , -   , -   
Mayagüez,97,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Mayagüez,97,Ropa                                     ,315,5, 824 ," 3,230,378 "," 3,920 "
Mayagüez,97,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Mayagüez,97,Productos de Madera                      ,321,0, -   , -   , -   
Mayagüez,97,Papel                                    ,322,0, -   , -   , -   
Mayagüez,97,Imprenta e Industrias Relacionadas       ,323,4, 10 ," 36,181 "," 3,743 "
Mayagüez,97,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Mayagüez,97,Productos Químicos                       ,325,1, * , * , * 
Mayagüez,97,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Mayagüez,97,Productos Minerales no Metálicos         ,327,2, * , * , * 
Mayagüez,97,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
